state,date,age,ethnicity,population
Pulau Pinang,2023-01-01,60-64,indian,4.5
Pulau Pinang,2023-01-01,60-64,other_citizen,0.3
Pulau Pinang,2023-01-01,60-64,other_noncitizen,0.6
Pulau Pinang,2023-01-01,65-69,overall,34.1
Pulau Pinang,2023-01-01,65-69,bumi_malay,11
Pulau Pinang,2023-01-01,65-69,bumi_other,0.1
Pulau Pinang,2023-01-01,65-69,chinese,19.1
Pulau Pinang,2023-01-01,65-69,indian,3.5
Pulau Pinang,2023-01-01,65-69,other_citizen,0.2
Pulau Pinang,2023-01-01,65-69,other_noncitizen,0.3
Pulau Pinang,2023-01-01,70-74,overall,20.5
Pulau Pinang,2023-01-01,70-74,bumi_malay,5.7
Pulau Pinang,2023-01-01,70-74,bumi_other,0
Pulau Pinang,2023-01-01,70-74,chinese,12.6
Pulau Pinang,2023-01-01,70-74,indian,1.8
Pulau Pinang,2023-01-01,70-74,other_citizen,0.1
Pulau Pinang,2023-01-01,70-74,other_noncitizen,0.2
Pulau Pinang,2023-01-01,75-79,overall,10.5
Pulau Pinang,2023-01-01,75-79,bumi_malay,2.2
Pulau Pinang,2023-01-01,75-79,bumi_other,0
Pulau Pinang,2023-01-01,75-79,chinese,7.1
Pulau Pinang,2023-01-01,75-79,indian,0.8
Pulau Pinang,2023-01-01,75-79,other_citizen,0.1
Pulau Pinang,2023-01-01,75-79,other_noncitizen,0.2
Pulau Pinang,2023-01-01,80-84,overall,5.2
Pulau Pinang,2023-01-01,80-84,bumi_malay,0.9
Pulau Pinang,2023-01-01,80-84,bumi_other,0
Pulau Pinang,2023-01-01,80-84,chinese,3.9
Pulau Pinang,2023-01-01,80-84,indian,0.3
Pulau Pinang,2023-01-01,80-84,other_citizen,0
Pulau Pinang,2023-01-01,80-84,other_noncitizen,0.1
Pulau Pinang,2023-01-01,85 and above,overall,1.9
Pulau Pinang,2023-01-01,85 and above,bumi_malay,0.1
Pulau Pinang,2023-01-01,85 and above,bumi_other,0
Pulau Pinang,2023-01-01,85 and above,chinese,1.6
Pulau Pinang,2023-01-01,85 and above,indian,0.1
Pulau Pinang,2023-01-01,85 and above,other_citizen,0
Pulau Pinang,2023-01-01,85 and above,other_noncitizen,0.1
Pulau Pinang,2023-01-01,0-4,overall,57.9
Pulau Pinang,2023-01-01,0-4,bumi_malay,27.8
Pulau Pinang,2023-01-01,0-4,bumi_other,0.3
Pulau Pinang,2023-01-01,0-4,chinese,14.2
Pulau Pinang,2023-01-01,0-4,indian,4.2
Pulau Pinang,2023-01-01,0-4,other_citizen,0.3
Pulau Pinang,2023-01-01,0-4,other_noncitizen,11.2
Pulau Pinang,2023-01-01,15-19,overall,63.2
Pulau Pinang,2023-01-01,15-19,bumi_malay,27.9
Pulau Pinang,2023-01-01,15-19,bumi_other,0.3
Pulau Pinang,2023-01-01,15-19,chinese,25.6
Pulau Pinang,2023-01-01,15-19,indian,6.6
Pulau Pinang,2023-01-01,15-19,other_citizen,0.4
Pulau Pinang,2023-01-01,15-19,other_noncitizen,2.5
Pulau Pinang,2023-01-01,20-24,overall,80.9
Pulau Pinang,2023-01-01,20-24,bumi_malay,33.1
Pulau Pinang,2023-01-01,20-24,bumi_other,0.3
Pulau Pinang,2023-01-01,20-24,chinese,24.7
Pulau Pinang,2023-01-01,20-24,indian,6.7
Pulau Pinang,2023-01-01,20-24,other_citizen,0.4
Pulau Pinang,2023-01-01,20-24,other_noncitizen,15.8
Pulau Pinang,2023-01-01,25-29,overall,95.8
Pulau Pinang,2023-01-01,25-29,bumi_malay,38.5
Pulau Pinang,2023-01-01,25-29,bumi_other,0.3
Pulau Pinang,2023-01-01,25-29,chinese,26.8
Pulau Pinang,2023-01-01,25-29,indian,6.9
Pulau Pinang,2023-01-01,25-29,other_citizen,0.8
Pulau Pinang,2023-01-01,25-29,other_noncitizen,22.7
Pulau Pinang,2023-01-01,30-34,overall,80.8
Pulau Pinang,2023-01-01,30-34,bumi_malay,33.7
Pulau Pinang,2023-01-01,30-34,bumi_other,0.3
Pulau Pinang,2023-01-01,30-34,chinese,26.6
Pulau Pinang,2023-01-01,30-34,indian,6.3
Pulau Pinang,2023-01-01,30-34,other_citizen,0.7
Pulau Pinang,2023-01-01,30-34,other_noncitizen,13.2
Pulau Pinang,2023-01-01,35-39,overall,75.1
Pulau Pinang,2023-01-01,35-39,bumi_malay,35.7
Pulau Pinang,2023-01-01,35-39,bumi_other,0.1
Pulau Pinang,2023-01-01,35-39,chinese,24.7
Pulau Pinang,2023-01-01,35-39,indian,6.4
Pulau Pinang,2023-01-01,35-39,other_citizen,0.2
Pulau Pinang,2023-01-01,35-39,other_noncitizen,8
Pulau Pinang,2023-01-01,40-44,overall,68.6
Pulau Pinang,2023-01-01,40-44,bumi_malay,29.7
Pulau Pinang,2023-01-01,40-44,bumi_other,0.5
Pulau Pinang,2023-01-01,40-44,chinese,27.1
Pulau Pinang,2023-01-01,40-44,indian,6.3
Pulau Pinang,2023-01-01,40-44,other_citizen,0.3
Pulau Pinang,2023-01-01,40-44,other_noncitizen,4.7
Pulau Pinang,2023-01-01,45-49,overall,57.7
Pulau Pinang,2023-01-01,45-49,bumi_malay,22.9
Pulau Pinang,2023-01-01,45-49,bumi_other,0.3
Pulau Pinang,2023-01-01,45-49,chinese,26.8
Pulau Pinang,2023-01-01,45-49,indian,5.1
Pulau Pinang,2023-01-01,45-49,other_citizen,0.3
Pulau Pinang,2023-01-01,45-49,other_noncitizen,2.2
Pulau Pinang,2023-01-01,50-54,overall,55
Pulau Pinang,2023-01-01,50-54,bumi_malay,20.9
Pulau Pinang,2023-01-01,50-54,bumi_other,0.2
Pulau Pinang,2023-01-01,50-54,chinese,26.8
Pulau Pinang,2023-01-01,50-54,indian,5
Pulau Pinang,2023-01-01,50-54,other_citizen,0.3
Pulau Pinang,2023-01-01,50-54,other_noncitizen,1.9
Pulau Pinang,2023-01-01,55-59,overall,47.9
Pulau Pinang,2023-01-01,55-59,bumi_malay,16.7
Pulau Pinang,2023-01-01,55-59,bumi_other,0.2
Pulau Pinang,2023-01-01,55-59,chinese,25.4
Pulau Pinang,2023-01-01,55-59,indian,4.3
Pulau Pinang,2023-01-01,55-59,other_citizen,0.2
Pulau Pinang,2023-01-01,55-59,other_noncitizen,1.2
Pulau Pinang,2023-01-01,60-64,overall,41.3
Pulau Pinang,2023-01-01,60-64,bumi_malay,13.3
Pulau Pinang,2023-01-01,60-64,bumi_other,0.1
Pulau Pinang,2023-01-01,60-64,chinese,22.8
Pulau Pinang,2023-01-01,60-64,indian,3.9
Pulau Pinang,2023-01-01,60-64,other_citizen,0.3
Pulau Pinang,2023-01-01,60-64,other_noncitizen,1
Pulau Pinang,2023-01-01,65-69,overall,31.8
Pulau Pinang,2023-01-01,65-69,bumi_malay,9.7
Pulau Pinang,2023-01-01,65-69,bumi_other,0.1
Pulau Pinang,2023-01-01,65-69,chinese,18.6
Pulau Pinang,2023-01-01,65-69,indian,2.9
Pulau Pinang,2023-01-01,65-69,other_citizen,0.2
Pulau Pinang,2023-01-01,65-69,other_noncitizen,0.3
Pulau Pinang,2023-01-01,70-74,overall,18.8
Pulau Pinang,2023-01-01,70-74,bumi_malay,5.3
Pulau Pinang,2023-01-01,70-74,bumi_other,0
Pulau Pinang,2023-01-01,70-74,chinese,11.7
Pulau Pinang,2023-01-01,70-74,indian,1.5
Pulau Pinang,2023-01-01,70-74,other_citizen,0.1
Pulau Pinang,2023-01-01,70-74,other_noncitizen,0.3
Pulau Pinang,2023-01-01,75-79,overall,8.4
Pulau Pinang,2023-01-01,75-79,bumi_malay,1.8
Pulau Pinang,2023-01-01,75-79,bumi_other,0
Pulau Pinang,2023-01-01,75-79,chinese,5.7
Pulau Pinang,2023-01-01,75-79,indian,0.6
Pulau Pinang,2023-01-01,75-79,other_citizen,0.1
Pulau Pinang,2023-01-01,75-79,other_noncitizen,0.1
Pulau Pinang,2023-01-01,80-84,overall,3.9
Pulau Pinang,2023-01-01,80-84,bumi_malay,0.7
Pulau Pinang,2023-01-01,80-84,bumi_other,0
Pulau Pinang,2023-01-01,80-84,chinese,2.8
Pulau Pinang,2023-01-01,80-84,indian,0.3
Pulau Pinang,2023-01-01,80-84,other_citizen,0
Pulau Pinang,2023-01-01,80-84,other_noncitizen,0.1
Pulau Pinang,2023-01-01,85 and above,overall,1
Pulau Pinang,2023-01-01,85 and above,bumi_malay,0.1
Pulau Pinang,2023-01-01,85 and above,bumi_other,0
Pulau Pinang,2023-01-01,85 and above,chinese,0.8
Pulau Pinang,2023-01-01,85 and above,indian,0
Pulau Pinang,2023-01-01,85 and above,other_citizen,0
Pulau Pinang,2023-01-01,85 and above,other_noncitizen,0
Sabah,2022-01-01,0-4,overall,272.6
Sabah,2022-01-01,0-4,bumi_malay,33.7
Sabah,2022-01-01,0-4,bumi_other,154.2
Sabah,2022-01-01,0-4,chinese,9.6
Sabah,2022-01-01,0-4,indian,0.4
Sabah,2022-01-01,0-4,other_citizen,4.6
Sabah,2022-01-01,0-4,other_noncitizen,70.1
Sabah,2022-01-01,15-19,overall,353
Sabah,2022-01-01,15-19,bumi_malay,37.2
Sabah,2022-01-01,15-19,bumi_other,202.7
Sabah,2022-01-01,15-19,chinese,21.9
Sabah,2022-01-01,15-19,indian,0.6
Sabah,2022-01-01,15-19,other_citizen,3.2
Sabah,2022-01-01,15-19,other_noncitizen,87.4
Sabah,2022-01-01,20-24,overall,351.3
Sabah,2022-01-01,20-24,bumi_malay,32.1
Sabah,2022-01-01,20-24,bumi_other,190.3
Sabah,2022-01-01,20-24,chinese,18.1
Sabah,2022-01-01,20-24,indian,0.6
Sabah,2022-01-01,20-24,other_citizen,3.2
Sabah,2022-01-01,20-24,other_noncitizen,107
Sabah,2022-01-01,25-29,overall,362.6
Sabah,2022-01-01,25-29,bumi_malay,20.8
Sabah,2022-01-01,25-29,bumi_other,195.2
Sabah,2022-01-01,25-29,chinese,20.3
Sabah,2022-01-01,25-29,indian,0.6
Sabah,2022-01-01,25-29,other_citizen,3.5
Sabah,2022-01-01,25-29,other_noncitizen,122.1
Sabah,2022-01-01,30-34,overall,307.3
Sabah,2022-01-01,30-34,bumi_malay,27.1
Sabah,2022-01-01,30-34,bumi_other,181.4
Sabah,2022-01-01,30-34,chinese,20.4
Sabah,2022-01-01,30-34,indian,0.5
Sabah,2022-01-01,30-34,other_citizen,3.7
Sabah,2022-01-01,30-34,other_noncitizen,74
Sabah,2022-01-01,35-39,overall,280.7
Sabah,2022-01-01,35-39,bumi_malay,27.8
Sabah,2022-01-01,35-39,bumi_other,169.9
Sabah,2022-01-01,35-39,chinese,21.1
Sabah,2022-01-01,35-39,indian,0.5
Sabah,2022-01-01,35-39,other_citizen,3.6
Sabah,2022-01-01,35-39,other_noncitizen,57.8
Sabah,2022-01-01,40-44,overall,213.8
Sabah,2022-01-01,40-44,bumi_malay,20.2
Sabah,2022-01-01,40-44,bumi_other,132.8
Sabah,2022-01-01,40-44,chinese,18.2
Sabah,2022-01-01,40-44,indian,0.4
Sabah,2022-01-01,40-44,other_citizen,3.5
Sabah,2022-01-01,40-44,other_noncitizen,38.8
Sabah,2022-01-01,45-49,overall,158.3
Sabah,2022-01-01,45-49,bumi_malay,14.5
Sabah,2022-01-01,45-49,bumi_other,101.6
Sabah,2022-01-01,45-49,chinese,15
Sabah,2022-01-01,45-49,indian,0.3
Sabah,2022-01-01,45-49,other_citizen,2.4
Sabah,2022-01-01,45-49,other_noncitizen,24.6
Sabah,2022-01-01,50-54,overall,132.6
Sabah,2022-01-01,50-54,bumi_malay,11.6
Sabah,2022-01-01,50-54,bumi_other,89.4
Sabah,2022-01-01,50-54,chinese,13.9
Sabah,2022-01-01,50-54,indian,0.2
Sabah,2022-01-01,50-54,other_citizen,2.1
Sabah,2022-01-01,50-54,other_noncitizen,15.4
Sabah,2022-01-01,55-59,overall,109.6
Sabah,2022-01-01,55-59,bumi_malay,10.1
Sabah,2022-01-01,55-59,bumi_other,75.2
Sabah,2022-01-01,55-59,chinese,14
Sabah,2022-01-01,55-59,indian,0.2
Sabah,2022-01-01,55-59,other_citizen,1.7
Sabah,2022-01-01,55-59,other_noncitizen,8.5
Sabah,2022-01-01,60-64,overall,88.4
Sabah,2022-01-01,60-64,bumi_malay,7.1
Sabah,2022-01-01,60-64,bumi_other,61.8
Sabah,2022-01-01,60-64,chinese,12.9
Sabah,2022-01-01,60-64,indian,0.2
Sabah,2022-01-01,60-64,other_citizen,1.3
Sabah,2022-01-01,60-64,other_noncitizen,5.2
Sabah,2022-01-01,65-69,overall,89.6
Sabah,2022-01-01,65-69,bumi_malay,7.9
Sabah,2022-01-01,65-69,bumi_other,53.4
Sabah,2022-01-01,65-69,chinese,8.2
Sabah,2022-01-01,65-69,indian,0.2
Sabah,2022-01-01,65-69,other_citizen,1
Sabah,2022-01-01,65-69,other_noncitizen,18.9
Sabah,2022-01-01,70-74,overall,52.3
Sabah,2022-01-01,70-74,bumi_malay,5.4
Sabah,2022-01-01,70-74,bumi_other,33
Sabah,2022-01-01,70-74,chinese,4.4
Sabah,2022-01-01,70-74,indian,0.1
Sabah,2022-01-01,70-74,other_citizen,0.7
Sabah,2022-01-01,70-74,other_noncitizen,8.7
Sabah,2022-01-01,75-79,overall,29.9
Sabah,2022-01-01,75-79,bumi_malay,3
Sabah,2022-01-01,75-79,bumi_other,19.5
Sabah,2022-01-01,75-79,chinese,2.7
Sabah,2022-01-01,75-79,indian,0.1
Sabah,2022-01-01,75-79,other_citizen,0.4
Sabah,2022-01-01,75-79,other_noncitizen,4.4
Sabah,2022-01-01,80-84,overall,15.9
Sabah,2022-01-01,80-84,bumi_malay,0.6
Sabah,2022-01-01,80-84,bumi_other,11.2
Sabah,2022-01-01,80-84,chinese,1
Sabah,2022-01-01,80-84,indian,0
Sabah,2022-01-01,80-84,other_citizen,0.2
Sabah,2022-01-01,80-84,other_noncitizen,2.8
Sabah,2022-01-01,85 and above,overall,13.9
Sabah,2022-01-01,85 and above,bumi_malay,0.3
Sabah,2022-01-01,85 and above,bumi_other,9
Sabah,2022-01-01,85 and above,chinese,0.2
Sabah,2022-01-01,85 and above,indian,0
Sabah,2022-01-01,85 and above,other_citizen,0.1
Sabah,2022-01-01,85 and above,other_noncitizen,4.2
Sabah,2022-01-01,0-4,overall,130.9
Sabah,2022-01-01,0-4,bumi_malay,16.2
Sabah,2022-01-01,0-4,bumi_other,73.6
Sabah,2022-01-01,0-4,chinese,4.7
Sabah,2022-01-01,0-4,indian,0.2
Sabah,2022-01-01,0-4,other_citizen,2.2
Sabah,2022-01-01,0-4,other_noncitizen,34.1
Sabah,2022-01-01,15-19,overall,163.8
Sabah,2022-01-01,15-19,bumi_malay,15.2
Sabah,2022-01-01,15-19,bumi_other,97.7
Sabah,2022-01-01,15-19,chinese,10.1
Sabah,2022-01-01,15-19,indian,0.3
Sabah,2022-01-01,15-19,other_citizen,1.5
Sabah,2022-01-01,15-19,other_noncitizen,39
Sabah,2022-01-01,20-24,overall,165.7
Sabah,2022-01-01,20-24,bumi_malay,12.5
Sabah,2022-01-01,20-24,bumi_other,93.4
Sabah,2022-01-01,20-24,chinese,8.5
Sabah,2022-01-01,20-24,indian,0.2
Sabah,2022-01-01,20-24,other_citizen,1.5
Sabah,2022-01-01,20-24,other_noncitizen,49.5
Sabah,2022-01-01,25-29,overall,172.7
Sabah,2022-01-01,25-29,bumi_malay,8.3
Sabah,2022-01-01,25-29,bumi_other,98.4
Sabah,2022-01-01,25-29,chinese,9.8
Sabah,2022-01-01,25-29,indian,0.2
Sabah,2022-01-01,25-29,other_citizen,1.7
Sabah,2022-01-01,25-29,other_noncitizen,54.3
Sabah,2022-01-01,30-34,overall,148.1
Sabah,2022-01-01,30-34,bumi_malay,11.5
Sabah,2022-01-01,30-34,bumi_other,94.9
Sabah,2022-01-01,30-34,chinese,9.9
Sabah,2022-01-01,30-34,indian,0.3
Sabah,2022-01-01,30-34,other_citizen,1.9
Sabah,2022-01-01,30-34,other_noncitizen,29.6
Sabah,2022-01-01,35-39,overall,135.2
Sabah,2022-01-01,35-39,bumi_malay,11.5
Sabah,2022-01-01,35-39,bumi_other,87.3
Sabah,2022-01-01,35-39,chinese,10.2
Sabah,2022-01-01,35-39,indian,0.2
Sabah,2022-01-01,35-39,other_citizen,1.8
Sabah,2022-01-01,35-39,other_noncitizen,24.2
Sabah,2022-01-01,40-44,overall,102
Sabah,2022-01-01,40-44,bumi_malay,8.2
Sabah,2022-01-01,40-44,bumi_other,67.1
Sabah,2022-01-01,40-44,chinese,8.5
Sabah,2022-01-01,40-44,indian,0.2
Sabah,2022-01-01,40-44,other_citizen,1.8
Sabah,2022-01-01,40-44,other_noncitizen,16.2
Sabah,2022-01-01,45-49,overall,76.4
Sabah,2022-01-01,45-49,bumi_malay,5.9
Sabah,2022-01-01,45-49,bumi_other,52.4
Sabah,2022-01-01,45-49,chinese,6.9
Sabah,2022-01-01,45-49,indian,0.1
Sabah,2022-01-01,45-49,other_citizen,1.2
Sabah,2022-01-01,45-49,other_noncitizen,9.8
Sabah,2022-01-01,50-54,overall,63.4
Sabah,2022-01-01,50-54,bumi_malay,4.3
Sabah,2022-01-01,50-54,bumi_other,45.3
Sabah,2022-01-01,50-54,chinese,6.5
Sabah,2022-01-01,50-54,indian,0.1
Sabah,2022-01-01,50-54,other_citizen,1
Sabah,2022-01-01,50-54,other_noncitizen,6.2
Sabah,2022-01-01,55-59,overall,52.8
Sabah,2022-01-01,55-59,bumi_malay,3.8
Sabah,2022-01-01,55-59,bumi_other,37.9
Sabah,2022-01-01,55-59,chinese,6.3
Sabah,2022-01-01,55-59,indian,0.1
Sabah,2022-01-01,55-59,other_citizen,0.7
Sabah,2022-01-01,55-59,other_noncitizen,3.9
Sabah,2022-01-01,60-64,overall,41.4
Sabah,2022-01-01,60-64,bumi_malay,2.7
Sabah,2022-01-01,60-64,bumi_other,30.1
Sabah,2022-01-01,60-64,chinese,5.7
Sabah,2022-01-01,60-64,indian,0.1
Sabah,2022-01-01,60-64,other_citizen,0.6
Sabah,2022-01-01,60-64,other_noncitizen,2.2
Sabah,2022-01-01,65-69,overall,43.3
Sabah,2022-01-01,65-69,bumi_malay,4.6
Sabah,2022-01-01,65-69,bumi_other,24.7
Sabah,2022-01-01,65-69,chinese,3.8
Sabah,2022-01-01,65-69,indian,0.1
Sabah,2022-01-01,65-69,other_citizen,0.4
Sabah,2022-01-01,65-69,other_noncitizen,9.7
Sabah,2022-01-01,70-74,overall,25.7
Sabah,2022-01-01,70-74,bumi_malay,3.6
Sabah,2022-01-01,70-74,bumi_other,15.7
Sabah,2022-01-01,70-74,chinese,2.2
Sabah,2022-01-01,70-74,indian,0
Sabah,2022-01-01,70-74,other_citizen,0.3
Sabah,2022-01-01,70-74,other_noncitizen,3.9
Sabah,2022-01-01,75-79,overall,15.3
Sabah,2022-01-01,75-79,bumi_malay,2.2
Sabah,2022-01-01,75-79,bumi_other,9.5
Sabah,2022-01-01,75-79,chinese,1.3
Sabah,2022-01-01,75-79,indian,0
Sabah,2022-01-01,75-79,other_citizen,0.2
Sabah,2022-01-01,75-79,other_noncitizen,2.1
Sabah,2022-01-01,80-84,overall,8.4
Sabah,2022-01-01,80-84,bumi_malay,0.4
Sabah,2022-01-01,80-84,bumi_other,5.5
Sabah,2022-01-01,80-84,chinese,0.6
Sabah,2022-01-01,80-84,indian,0
Sabah,2022-01-01,80-84,other_citizen,0.1
Sabah,2022-01-01,80-84,other_noncitizen,1.8
Sabah,2022-01-01,85 and above,overall,6.6
Sabah,2022-01-01,85 and above,bumi_malay,0.2
Sabah,2022-01-01,85 and above,bumi_other,3.8
Sabah,2022-01-01,85 and above,chinese,0.1
Sabah,2022-01-01,85 and above,indian,0
Sabah,2022-01-01,85 and above,other_citizen,0.1
Sabah,2022-01-01,85 and above,other_noncitizen,2.4
Sabah,2022-01-01,0-4,overall,141.7
Sabah,2022-01-01,0-4,bumi_malay,17.6
Sabah,2022-01-01,0-4,bumi_other,80.6
Sabah,2022-01-01,0-4,chinese,4.9
Sabah,2022-01-01,0-4,indian,0.2
Sabah,2022-01-01,0-4,other_citizen,2.4
Sabah,2022-01-01,0-4,other_noncitizen,36
Sabah,2022-01-01,15-19,overall,189.2
Sabah,2022-01-01,15-19,bumi_malay,22
Sabah,2022-01-01,15-19,bumi_other,105
Sabah,2022-01-01,15-19,chinese,11.9
Sabah,2022-01-01,15-19,indian,0.3
Sabah,2022-01-01,15-19,other_citizen,1.7
Sabah,2022-01-01,15-19,other_noncitizen,48.4
Sabah,2022-01-01,20-24,overall,185.6
Sabah,2022-01-01,20-24,bumi_malay,19.7
Sabah,2022-01-01,20-24,bumi_other,96.9
Sabah,2022-01-01,20-24,chinese,9.6
Sabah,2022-01-01,20-24,indian,0.4
Sabah,2022-01-01,20-24,other_citizen,1.6
Sabah,2022-01-01,20-24,other_noncitizen,57.4
Sabah,2022-01-01,25-29,overall,189.8
Sabah,2022-01-01,25-29,bumi_malay,12.5
Sabah,2022-01-01,25-29,bumi_other,96.9
Sabah,2022-01-01,25-29,chinese,10.6
Sabah,2022-01-01,25-29,indian,0.4
Sabah,2022-01-01,25-29,other_citizen,1.7
Sabah,2022-01-01,25-29,other_noncitizen,67.8
Sabah,2022-01-01,30-34,overall,159.2
Sabah,2022-01-01,30-34,bumi_malay,15.6
Sabah,2022-01-01,30-34,bumi_other,86.6
Sabah,2022-01-01,30-34,chinese,10.5
Sabah,2022-01-01,30-34,indian,0.3
Sabah,2022-01-01,30-34,other_citizen,1.8
Sabah,2022-01-01,30-34,other_noncitizen,44.4
Sabah,2022-01-01,35-39,overall,145.5
Sabah,2022-01-01,35-39,bumi_malay,16.3
Sabah,2022-01-01,35-39,bumi_other,82.7
Sabah,2022-01-01,35-39,chinese,10.9
Sabah,2022-01-01,35-39,indian,0.2
Sabah,2022-01-01,35-39,other_citizen,1.8
Sabah,2022-01-01,35-39,other_noncitizen,33.5
Sabah,2022-01-01,40-44,overall,111.7
Sabah,2022-01-01,40-44,bumi_malay,11.9
Sabah,2022-01-01,40-44,bumi_other,65.7
Sabah,2022-01-01,40-44,chinese,9.6
Sabah,2022-01-01,40-44,indian,0.2
Sabah,2022-01-01,40-44,other_citizen,1.7
Sabah,2022-01-01,40-44,other_noncitizen,22.6
Sabah,2022-01-01,45-49,overall,81.9
Sabah,2022-01-01,45-49,bumi_malay,8.6
Sabah,2022-01-01,45-49,bumi_other,49.2
Sabah,2022-01-01,45-49,chinese,8.1
Sabah,2022-01-01,45-49,indian,0.2
Sabah,2022-01-01,45-49,other_citizen,1.2
Sabah,2022-01-01,45-49,other_noncitizen,14.7
Sabah,2022-01-01,50-54,overall,69.3
Sabah,2022-01-01,50-54,bumi_malay,7.2
Sabah,2022-01-01,50-54,bumi_other,44.2
Sabah,2022-01-01,50-54,chinese,7.4
Sabah,2022-01-01,50-54,indian,0.1
Sabah,2022-01-01,50-54,other_citizen,1.1
Sabah,2022-01-01,50-54,other_noncitizen,9.3
Sabah,2022-01-01,55-59,overall,56.7
Sabah,2022-01-01,55-59,bumi_malay,6.3
Sabah,2022-01-01,55-59,bumi_other,37.3
Sabah,2022-01-01,55-59,chinese,7.6
Sabah,2022-01-01,55-59,indian,0.1
Sabah,2022-01-01,55-59,other_citizen,0.9
Sabah,2022-01-01,55-59,other_noncitizen,4.6
Sabah,2022-01-01,60-64,overall,47.1
Sabah,2022-01-01,60-64,bumi_malay,4.4
Sabah,2022-01-01,60-64,bumi_other,31.7
Sabah,2022-01-01,60-64,chinese,7.2
Sabah,2022-01-01,60-64,indian,0.1
Sabah,2022-01-01,60-64,other_citizen,0.7
Sabah,2022-01-01,60-64,other_noncitizen,3
Sabah,2022-01-01,65-69,overall,46.3
Sabah,2022-01-01,65-69,bumi_malay,3.3
Sabah,2022-01-01,65-69,bumi_other,28.7
Sabah,2022-01-01,65-69,chinese,4.4
Sabah,2022-01-01,65-69,indian,0.1
Sabah,2022-01-01,65-69,other_citizen,0.6
Sabah,2022-01-01,65-69,other_noncitizen,9.2
Sabah,2022-01-01,70-74,overall,26.5
Sabah,2022-01-01,70-74,bumi_malay,1.8
Sabah,2022-01-01,70-74,bumi_other,17.3
Sabah,2022-01-01,70-74,chinese,2.2
Sabah,2022-01-01,70-74,indian,0.1
Sabah,2022-01-01,70-74,other_citizen,0.4
Sabah,2022-01-01,70-74,other_noncitizen,4.8
Sabah,2022-01-01,75-79,overall,14.6
Sabah,2022-01-01,75-79,bumi_malay,0.8
Sabah,2022-01-01,75-79,bumi_other,10
Sabah,2022-01-01,75-79,chinese,1.3
Sabah,2022-01-01,75-79,indian,0
Sabah,2022-01-01,75-79,other_citizen,0.2
Sabah,2022-01-01,75-79,other_noncitizen,2.4
Sabah,2022-01-01,80-84,overall,7.5
Sabah,2022-01-01,80-84,bumi_malay,0.2
Sabah,2022-01-01,80-84,bumi_other,5.7
Sabah,2022-01-01,80-84,chinese,0.5
Sabah,2022-01-01,80-84,indian,0
Sabah,2022-01-01,80-84,other_citizen,0.1
Sabah,2022-01-01,80-84,other_noncitizen,1
Sabah,2022-01-01,85 and above,overall,7.3
Sabah,2022-01-01,85 and above,bumi_malay,0.1
Sabah,2022-01-01,85 and above,bumi_other,5.3
Sabah,2022-01-01,85 and above,chinese,0.1
Sabah,2022-01-01,85 and above,indian,0
Sabah,2022-01-01,85 and above,other_citizen,0.1
Sabah,2022-01-01,85 and above,other_noncitizen,1.8
Sabah,2023-01-01,0-4,overall,286.6
Sabah,2023-01-01,0-4,bumi_malay,35.4
Sabah,2023-01-01,0-4,bumi_other,152.6
Sabah,2023-01-01,0-4,chinese,8.3
Sabah,2023-01-01,0-4,indian,0.4
Sabah,2023-01-01,0-4,other_citizen,5.4
Sabah,2023-01-01,0-4,other_noncitizen,84.4
Sabah,2023-01-01,15-19,overall,375.4
Sabah,2023-01-01,15-19,bumi_malay,33.5
Sabah,2023-01-01,15-19,bumi_other,208.2
Sabah,2023-01-01,15-19,chinese,24.6
Sabah,2023-01-01,15-19,indian,0.5
Sabah,2023-01-01,15-19,other_citizen,3.2
Sabah,2023-01-01,15-19,other_noncitizen,105.3
Sabah,2023-01-01,20-24,overall,377.6
Sabah,2023-01-01,20-24,bumi_malay,36.6
Sabah,2023-01-01,20-24,bumi_other,190.7
Sabah,2023-01-01,20-24,chinese,17.6
Sabah,2023-01-01,20-24,indian,0.6
Sabah,2023-01-01,20-24,other_citizen,3.3
Sabah,2023-01-01,20-24,other_noncitizen,128.9
Sabah,2023-01-01,25-29,overall,384.2
Sabah,2023-01-01,25-29,bumi_malay,20.5
Sabah,2023-01-01,25-29,bumi_other,192.6
Sabah,2023-01-01,25-29,chinese,19.9
Sabah,2023-01-01,25-29,indian,0.6
Sabah,2023-01-01,25-29,other_citizen,3.4
Sabah,2023-01-01,25-29,other_noncitizen,147.2
Sabah,2023-01-01,30-34,overall,327.3
Sabah,2023-01-01,30-34,bumi_malay,25.4
Sabah,2023-01-01,30-34,bumi_other,188.1
Sabah,2023-01-01,30-34,chinese,20.5
Sabah,2023-01-01,30-34,indian,0.6
Sabah,2023-01-01,30-34,other_citizen,3.7
Sabah,2023-01-01,30-34,other_noncitizen,89.2
Sabah,2023-01-01,35-39,overall,291.8
Sabah,2023-01-01,35-39,bumi_malay,28.6
Sabah,2023-01-01,35-39,bumi_other,168.8
Sabah,2023-01-01,35-39,chinese,20.8
Sabah,2023-01-01,35-39,indian,0.5
Sabah,2023-01-01,35-39,other_citizen,3.6
Sabah,2023-01-01,35-39,other_noncitizen,69.6
Sabah,2023-01-01,40-44,overall,236.5
Sabah,2023-01-01,40-44,bumi_malay,21.9
Sabah,2023-01-01,40-44,bumi_other,144.8
